,y,a
2368,2019-04-20,1525
2369,2019-04-21,1525
2370,2019-04-22,1525
2371,2019-04-23,1525
2372,2019-04-24,1525
2373,2019-04-25,1525
2374,2019-04-26,1525
2375,2019-04-27,1525
2376,2019-04-28,1525
2377,2019-04-29,1525
2378,2019-04-30,1525
2379,2019-05-01,1525
2380,2019-05-02,1525
2381,2019-05-03,1525
2382,2019-05-04,1525
2383,2019-05-05,1525
2384,2019-05-06,1525
2385,2019-05-07,1525
2386,2019-05-08,1525
2387,2019-05-09,1525
2388,2019-05-10,1525
2389,2019-05-11,1525
2390,2019-05-12,1525
2391,2019-05-13,1525
2392,2019-05-14,1525
2393,2019-05-15,1525
2394,2019-05-16,1525
2395,2019-05-17,1525
2396,2019-05-18,1525
2397,2019-05-19,1525
2398,2019-05-20,1525
2399,2019-05-21,1525
2400,2019-05-22,1525
2401,2019-05-23,1525
2402,2019-05-24,1525
2403,2019-05-25,1525
2404,2019-05-26,1525
2405,2019-05-27,1525
2406,2019-05-28,1525
2407,2019-05-29,1525
2408,2019-05-30,1525
2409,2019-05-31,1525
2410,2019-06-01,1525
2411,2019-06-02,1525
2412,2019-06-03,1525
2413,2019-06-04,1525
2414,2019-06-05,1525
2415,2019-06-06,1525
2416,2019-06-07,1525
2417,2019-06-08,1525
2418,2019-06-09,1525
2419,2019-06-10,1525
2420,2019-06-11,1525
2421,2019-06-12,1591
2422,2019-06-13,1343
2423,2019-06-14,1343
2424,2019-06-15,1343
2425,2019-06-16,1343
2426,2019-06-17,1343
2427,2019-06-18,1343
2428,2019-06-19,1343
2429,2019-06-20,1343
2430,2019-06-21,1343
2431,2019-06-22,1343
2432,2019-06-23,1343
2433,2019-06-24,1343
2434,2019-06-25,1343
2435,2019-06-26,1343
2436,2019-06-27,1343
2437,2019-06-28,1343
2438,2019-06-29,1343
2439,2019-06-30,1343
2440,2019-07-01,1343
2441,2019-07-02,1343
2442,2019-07-03,1343
2443,2019-07-04,1343
2444,2019-07-05,1343
2445,2019-07-06,1343
2446,2019-07-07,1343
2447,2019-07-08,1343
2448,2019-07-09,1343
2449,2019-07-10,1343
2450,2019-07-11,1347
2451,2019-07-12,1148
2452,2019-07-13,927
2453,2019-07-14,1425
2454,2019-07-15,1233
2455,2019-07-16,1408
2456,2019-07-17,1332
2457,2019-07-18,1071
2458,2019-07-19,1097
2459,2019-07-20,1633
2460,2019-07-21,1648
2461,2019-07-22,1366
2462,2019-07-23,1244
2463,2019-07-24,1107
2464,2019-07-25,1176
2465,2019-07-26,1493
2466,2019-07-27,1413
2467,2019-07-28,1395
2468,2019-07-29,1235
2469,2019-07-30,1184
2470,2019-07-31,1493
2471,2019-08-01,1581
2472,2019-08-02,1345
2473,2019-08-03,1449
2474,2019-08-04,1565
2475,2019-08-05,1332
2476,2019-08-06,2323
2477,2019-08-07,1670
2478,2019-08-08,845
2479,2019-08-09,1589
2480,2019-08-10,2159
2481,2019-08-11,1891
2482,2019-08-12,1433
2483,2019-08-13,1562
2484,2019-08-14,1367
2485,2019-08-15,1324
2486,2019-08-16,2123
2487,2019-08-17,2759
2488,2019-08-18,2034
2489,2019-08-19,1522
2490,2019-08-20,1143
2491,2019-08-21,1158
2492,2019-08-22,1031
2493,2019-08-23,1602
2494,2019-08-24,1563
2495,2019-08-25,1311
2496,2019-08-26,1574
2497,2019-08-27,1462
2498,2019-08-28,1461
2499,2019-08-29,2157
2500,2019-08-30,1151
2501,2019-08-31,1152
2502,2019-09-01,1932
2503,2019-09-02,1025
2504,2019-09-03,1000
2505,2019-09-04,954
2506,2019-09-05,1018
2507,2019-09-06,1174
2508,2019-09-07,1541
2509,2019-09-08,1168
2510,2019-09-09,1104
2511,2019-09-10,1334
2512,2019-09-11,1227
2513,2019-09-12,980
2514,2019-09-13,1206
2515,2019-09-14,2079
2516,2019-09-15,1035
2517,2019-09-16,1170
2518,2019-09-17,1521
2519,2019-09-18,1375
2520,2019-09-19,1008
2521,2019-09-20,1007
2522,2019-09-21,1727
2523,2019-09-22,1357
2524,2019-09-23,1274
2525,2019-09-24,1126
2526,2019-09-25,1254
2527,2019-09-26,834
2528,2019-09-27,1035
2529,2019-09-28,1039
2530,2019-09-29,1124
2531,2019-09-30,1174
2532,2019-10-01,1800
2533,2019-10-02,1267
2534,2019-10-03,1113
2535,2019-10-04,1176
2536,2019-10-05,1914
2537,2019-10-06,1175
2538,2019-10-07,918
2539,2019-10-08,916
2540,2019-10-09,863
2541,2019-10-10,864
2542,2019-10-11,989
2543,2019-10-12,1032
2544,2019-10-13,1156
2545,2019-10-14,982
2546,2019-10-15,995
2547,2019-10-16,761
2548,2019-10-17,788
2549,2019-10-18,892
2550,2019-10-19,1182
2551,2019-10-20,1174
2552,2019-10-21,1174
2553,2019-10-22,1310
2554,2019-10-23,1211
2555,2019-10-24,983
2556,2019-10-25,1386
2557,2019-10-26,1686
2558,2019-10-27,1073
2559,2019-10-28,826
2560,2019-10-29,1136
2561,2019-10-30,1235
2562,2019-10-31,815
2563,2019-11-01,1274
2564,2019-11-02,1881
2565,2019-11-03,1822
2566,2019-11-04,1033
2567,2019-11-05,1489
2568,2019-11-06,1487
2569,2019-11-07,1086
2570,2019-11-08,1249
2571,2019-11-09,1938
2572,2019-11-10,1335
2573,2019-11-11,1173
2574,2019-11-12,949
2575,2019-11-13,897
2576,2019-11-14,896
2577,2019-11-15,1176
2578,2019-11-16,906
2579,2019-11-17,1198
2580,2019-11-18,1093
2581,2019-11-19,2365
2582,2019-11-20,1195
2583,2019-11-21,918
2584,2019-11-22,1218
2585,2019-11-23,1445
2586,2019-11-24,1256
2587,2019-11-25,1239
2588,2019-11-26,1771
2589,2019-11-27,1374
2590,2019-11-28,1367
2591,2019-11-29,1406
2592,2019-11-30,1539
2593,2019-12-01,1855
2594,2019-12-02,1443
2595,2019-12-03,1390
2596,2019-12-04,1474
2597,2019-12-05,1327
2598,2019-12-06,2349
2599,2019-12-07,1951
2600,2019-12-08,1408
2601,2019-12-09,1571
2602,2019-12-10,1399
2603,2019-12-11,1171
2604,2019-12-12,1095
2605,2019-12-13,1296
2606,2019-12-14,1490
2607,2019-12-15,2067
2608,2019-12-16,1176
2609,2019-12-17,1419
2610,2019-12-18,1330
2611,2019-12-19,1270
2612,2019-12-20,1227
2613,2019-12-21,1640
2614,2019-12-22,1563
2615,2019-12-23,1226
2616,2019-12-24,1616
2617,2019-12-25,1369
2618,2019-12-26,1793
2619,2019-12-27,1779
2620,2019-12-28,2212
2621,2019-12-29,2095
2622,2019-12-30,1313
2623,2019-12-31,1838
2624,2020-01-01,1307
2625,2020-01-02,1524
2626,2020-01-03,1569
2627,2020-01-04,1609
2628,2020-01-05,1661
2629,2020-01-06,1701
2630,2020-01-07,1731
2631,2020-01-08,1564
2632,2020-01-09,1203
2633,2020-01-10,1483
2634,2020-01-11,1774
2635,2020-01-12,1504
2636,2020-01-13,1361
2637,2020-01-14,1394
2638,2020-01-15,1306
2639,2020-01-16,1142
2640,2020-01-17,1575
2641,2020-01-18,1840
2642,2020-01-19,1498
2643,2020-01-20,1349
2644,2020-01-21,1574
2645,2020-01-22,1577
2646,2020-01-23,1669
2647,2020-01-24,1528
2648,2020-01-25,1549
2649,2020-01-26,1288
2650,2020-01-27,1582
2651,2020-01-28,2239
2652,2020-01-29,2211
2653,2020-01-30,1454
2654,2020-01-31,1373
2655,2020-02-01,2345
2656,2020-02-02,1968
2657,2020-02-03,1706
2658,2020-02-04,1740
2659,2020-02-05,1439
2660,2020-02-06,1312
2661,2020-02-07,1359
2662,2020-02-08,1682
2663,2020-02-09,1424
2664,2020-02-10,1410
2665,2020-02-11,1398
2666,2020-02-12,1684
2667,2020-02-13,1984
2668,2020-02-14,2491
2669,2020-02-15,1856
2670,2020-02-16,1705
2671,2020-02-17,2231
2672,2020-02-18,1796
2673,2020-02-19,2485
2674,2020-02-20,1225
2675,2020-02-21,2679
2676,2020-02-22,1925
2677,2020-02-23,1840
2678,2020-02-24,2241
2679,2020-02-25,2489
2680,2020-02-26,1791
2681,2020-02-27,2189
2682,2020-02-28,2111
2683,2020-02-29,2312
2684,2020-03-01,2368
2685,2020-03-02,1888
2686,2020-03-03,2070
2687,2020-03-04,1689
2688,2020-03-05,1477
2689,2020-03-06,1530
2690,2020-03-07,1718
2691,2020-03-07,2958
2692,2020-03-08,960
2693,2020-03-09,961
2694,2020-03-10,1732
2695,2020-03-11,2117
2696,2020-03-12,2017
2697,2020-03-13,1460
2698,2020-03-14,1531
2699,2020-03-15,1933
2700,2020-03-16,1278
2701,2020-03-17,1823
2702,2020-03-18,1746
2703,2020-03-19,1394
2704,2020-03-20,1638
2705,2020-03-21,1449
2706,2020-03-22,1609
2707,2020-03-23,1462
2708,2020-03-24,1749
2709,2020-03-25,1801
2710,2020-03-26,1739
2711,2020-03-27,1634
2712,2020-03-28,1679
2713,2020-03-29,1582
2714,2020-03-30,1528
2715,2020-03-31,1603
2716,2020-04-01,1381
2717,2020-04-02,1771
2718,2020-04-03,2055
2719,2020-04-04,1514
2720,2020-04-05,1524
2721,2020-04-06,1456
2722,2020-04-07,2085
2723,2020-04-08,1621
2724,2020-04-09,1450
2725,2020-04-10,1434
2726,2020-04-11,1799
2727,2020-04-12,1513
2728,2020-04-13,1680
2729,2020-04-14,1515
2730,2020-04-15,1723
2731,2020-04-16,1024
2732,2020-04-17,1489
2733,2020-04-18,1478
2734,2020-04-19,1847
2735,2020-04-20,1562
2736,2020-04-21,1308
2737,2020-04-22,1964
2738,2020-04-23,1675
2739,2020-04-24,1506
2740,2020-04-25,1461
2741,2020-04-26,1484
2742,2020-04-27,1245
2743,2020-04-28,1417
2744,2020-04-29,1557
2745,2020-04-30,1235
2746,2020-05-01,1457
2747,2020-05-02,1162
2748,2020-05-03,1620
2749,2020-05-04,1776
2750,2020-05-05,2059
2751,2020-05-06,2129
2752,2020-05-07,1702
2753,2020-05-08,1439
2754,2020-05-09,1738
2755,2020-05-10,2070
2756,2020-05-11,1454
2757,2020-05-12,1649
2758,2020-05-13,1448
2759,2020-05-14,1706
2760,2020-05-15,2090
2761,2020-05-16,1680
2762,2020-05-17,1421
2763,2020-05-18,2271
2764,2020-05-19,1363
2765,2020-05-20,1517
2766,2020-05-21,1916
2767,2020-05-22,1631
2768,2020-05-23,1586
2769,2020-05-24,1529
2770,2020-05-25,1951
2771,2020-05-26,2514
2772,2020-05-27,1765
2773,2020-05-28,1472
