,y,a
1243,2016-03-22,316
1244,2016-03-23,175
1245,2016-03-24,277
1246,2016-03-25,202
1247,2016-03-26,366
1248,2016-03-27,262
1249,2016-03-28,228
1250,2016-03-29,358
1251,2016-03-30,223
1252,2016-03-31,228
1253,2016-04-01,259
1254,2016-04-02,407
1255,2016-04-03,431
1256,2016-04-04,275
1257,2016-04-05,321
1258,2016-04-06,409
1259,2016-04-07,647
1260,2016-04-08,406
1261,2016-04-09,394
1262,2016-04-10,570
1263,2016-04-11,369
1264,2016-04-12,598
1265,2016-04-13,532
1266,2016-04-14,508
1267,2016-04-15,355
1268,2016-04-16,365
1269,2016-04-17,494
1270,2016-04-18,391
1271,2016-04-19,342
1272,2016-04-20,350
1273,2016-04-21,294
1274,2016-04-22,209
1275,2016-04-23,448
1276,2016-04-24,415
1277,2016-04-25,346
1278,2016-04-26,396
1279,2016-04-27,442
1280,2016-04-28,329
1281,2016-04-29,231
1282,2016-04-30,288
1283,2016-05-01,475
1284,2016-05-02,876
1285,2016-05-03,585
1286,2016-05-04,385
1287,2016-05-05,376
1288,2016-05-06,295
1289,2016-05-07,352
1290,2016-05-08,368
1291,2016-05-09,276
1292,2016-05-10,373
1293,2016-05-11,338
1294,2016-05-12,332
1295,2016-05-13,246
1296,2016-05-14,306
1297,2016-05-15,431
1298,2016-05-16,384
1299,2016-05-17,319
1300,2016-05-18,329
1301,2016-05-19,304
1302,2016-05-20,228
1303,2016-05-21,360
1304,2016-05-22,383
1305,2016-05-23,363
1306,2016-05-24,309
1307,2016-05-25,348
1308,2016-05-26,363
1309,2016-05-27,307
1310,2016-05-28,563
1311,2016-05-29,406
1312,2016-05-30,359
1313,2016-05-31,369
1314,2016-06-01,351
1315,2016-06-02,386
1316,2016-06-03,408
1317,2016-06-04,461
1318,2016-06-05,477
1319,2016-06-06,436
1320,2016-06-07,483
1321,2016-06-08,456
1322,2016-06-09,552
1323,2016-06-10,1007
1324,2016-06-11,1434
1325,2016-06-12,1581
1326,2016-06-13,1239
1327,2016-06-14,1173
1328,2016-06-15,979
1329,2016-06-16,1404
1330,2016-06-17,1009
1331,2016-06-18,1030
1332,2016-06-19,872
1333,2016-06-20,571
1334,2016-06-21,1047
1335,2016-06-22,1415
1336,2016-06-23,569
1337,2016-06-24,370
1338,2016-06-25,946
1339,2016-06-26,1167
1340,2016-06-27,1878
1341,2016-06-28,715
1342,2016-06-29,400
1343,2016-06-30,755
1344,2016-07-01,755
1345,2016-07-02,755
1346,2016-07-03,755
1347,2016-07-04,755
1348,2016-07-05,755
1349,2016-07-06,759
1350,2016-07-07,145
1351,2016-07-08,344
1352,2016-07-09,310
1353,2016-07-10,878
1354,2016-07-11,466
1355,2016-07-12,247
1356,2016-07-13,296
1357,2016-07-14,204
1358,2016-07-15,208
1359,2016-07-16,190
1360,2016-07-17,256
1361,2016-07-18,233
1362,2016-07-19,307
1363,2016-07-20,344
1364,2016-07-21,359
1365,2016-07-22,298
1366,2016-07-23,285
1367,2016-07-24,298
1368,2016-07-25,312
1369,2016-07-26,344
1370,2016-07-27,391
1371,2016-07-28,360
1372,2016-07-29,325
1373,2016-07-30,391
1374,2016-07-31,333
1375,2016-08-01,323
1376,2016-08-02,284
1377,2016-08-03,355
1378,2016-08-04,322
1379,2016-08-05,275
1380,2016-08-06,287
1381,2016-08-07,414
1382,2016-08-08,339
1383,2016-08-09,358
1384,2016-08-10,374
1385,2016-08-11,291
1386,2016-08-12,327
1387,2016-08-13,410
1388,2016-08-14,467
1389,2016-08-15,395
1390,2016-08-16,333
1391,2016-08-17,413
1392,2016-08-18,377
1393,2016-08-19,365
1394,2016-08-20,506
1395,2016-08-21,410
1396,2016-08-22,346
1397,2016-08-23,313
1398,2016-08-24,233
1399,2016-08-25,317
1400,2016-08-26,297
1401,2016-08-27,421
1402,2016-08-28,366
1403,2016-08-29,360
1404,2016-08-30,367
1405,2016-08-31,627
1406,2016-09-01,147
1407,2016-09-02,291
1408,2016-09-03,149
1409,2016-09-04,285
1410,2016-09-05,282
1411,2016-09-06,299
1412,2016-09-07,285
1413,2016-09-08,277
1414,2016-09-09,204
1415,2016-09-10,427
1416,2016-09-11,518
1417,2016-09-12,257
1418,2016-09-13,348
1419,2016-09-14,392
1420,2016-09-15,279
1421,2016-09-16,308
1422,2016-09-17,374
1423,2016-09-18,416
1424,2016-09-19,283
1425,2016-09-20,318
1426,2016-09-21,808
1427,2016-09-22,1291
1428,2016-09-23,198
1429,2016-09-24,443
1430,2016-09-25,304
1431,2016-09-26,262
1432,2016-09-27,353
1433,2016-09-28,381
1434,2016-09-29,308
1435,2016-09-30,241
1436,2016-10-01,203
1437,2016-10-02,347
1438,2016-10-03,268
1439,2016-10-04,206
1440,2016-10-05,241
1441,2016-10-06,258
1442,2016-10-07,206
1443,2016-10-08,248
1444,2016-10-09,220
1445,2016-10-10,228
1446,2016-10-11,239
1447,2016-10-12,225
1448,2016-10-13,237
1449,2016-10-14,328
1450,2016-10-15,492
1451,2016-10-16,428
1452,2016-10-17,503
1453,2016-10-18,503
1454,2016-10-19,503
1455,2016-10-20,503
1456,2016-10-21,503
1457,2016-10-22,503
1458,2016-10-23,503
1459,2016-10-24,503
1460,2016-10-25,486
1461,2016-10-26,486
1462,2016-10-27,486
1463,2016-10-28,486
1464,2016-10-29,486
1465,2016-10-30,486
1466,2016-10-31,486
1467,2016-11-01,486
1468,2016-11-02,486
1469,2016-11-03,486
1470,2016-11-04,486
1471,2016-11-05,486
1472,2016-11-06,486
1473,2016-11-07,499
1474,2016-11-08,378
1475,2016-11-09,378
1476,2016-11-10,380
1477,2016-11-11,461
1478,2016-11-12,339
1479,2016-11-13,473
1480,2016-11-14,444
1481,2016-11-15,445
1482,2016-11-16,517
1483,2016-11-17,419
1484,2016-11-18,588
1485,2016-11-19,434
1486,2016-11-20,434
1487,2016-11-21,561
1488,2016-11-22,562
1489,2016-11-23,380
1490,2016-11-24,380
1491,2016-11-25,426
1492,2016-11-26,426
1493,2016-11-27,427
1494,2016-11-28,596
1495,2016-11-29,596
1496,2016-11-30,789
1497,2016-12-01,513
1498,2016-12-02,513
1499,2016-12-03,513
1500,2016-12-04,513
1501,2016-12-05,379
1502,2016-12-06,492
1503,2016-12-07,492
1504,2016-12-08,492
1505,2016-12-09,492
1506,2016-12-10,492
1507,2016-12-11,492
1508,2016-12-12,492
1509,2016-12-13,492
1510,2016-12-14,492
1511,2016-12-15,492
1512,2016-12-16,492
1513,2016-12-17,492
1514,2016-12-18,492
1515,2016-12-19,492
1516,2016-12-20,492
1517,2016-12-21,492
1518,2016-12-22,492
1519,2016-12-23,492
1520,2016-12-24,492
1521,2016-12-25,492
1522,2016-12-26,492
1523,2016-12-27,492
1524,2016-12-28,492
1525,2016-12-29,492
1526,2016-12-30,512
1527,2016-12-31,526
1528,2017-01-01,787
1529,2017-01-02,712
1530,2017-01-03,566
1531,2017-01-04,595
1532,2017-01-05,571
1533,2017-01-06,490
1534,2017-01-07,585
1535,2017-01-08,577
1536,2017-01-09,531
1537,2017-01-10,556
1538,2017-01-11,584
1539,2017-01-12,489
1540,2017-01-13,443
1541,2017-01-14,598
1542,2017-01-15,687
1543,2017-01-16,563
1544,2017-01-17,546
1545,2017-01-18,528
1546,2017-01-19,463
1547,2017-01-20,464
1548,2017-01-21,620
1549,2017-01-22,623
1550,2017-01-23,555
1551,2017-01-24,508
1552,2017-01-25,464
1553,2017-01-26,482
1554,2017-01-27,390
1555,2017-01-28,453
1556,2017-01-29,568
1557,2017-01-30,466
1558,2017-01-31,498
1559,2017-02-01,533
1560,2017-02-02,518
1561,2017-02-03,394
1562,2017-02-04,516
1563,2017-02-05,562
1564,2017-02-06,527
1565,2017-02-07,465
1566,2017-02-08,523
1567,2017-02-09,400
1568,2017-02-10,410
1569,2017-02-11,389
1570,2017-02-12,689
1571,2017-02-13,444
1572,2017-02-14,571
1573,2017-02-15,902
1574,2017-02-16,1047
1575,2017-02-17,428
1576,2017-02-18,425
1577,2017-02-19,453
1578,2017-02-20,462
1579,2017-02-21,582
1580,2017-02-22,504
1581,2017-02-23,556
1582,2017-02-24,1331
1583,2017-02-25,556
1584,2017-02-26,571
1585,2017-02-27,517
1586,2017-02-28,442
1587,2017-03-01,471
1588,2017-03-02,435
1589,2017-03-03,373
1590,2017-03-04,511
1591,2017-03-05,542
1592,2017-03-06,505
1593,2017-03-07,644
1594,2017-03-08,1254
1595,2017-03-09,673
1596,2017-03-10,255
1597,2017-03-11,290
1598,2017-03-11,423
1599,2017-03-12,146
1600,2017-03-13,147
1601,2017-03-14,326
1602,2017-03-15,342
1603,2017-03-16,279
1604,2017-03-17,316
1605,2017-03-18,257
1606,2017-03-19,348
1607,2017-03-20,281
1608,2017-03-21,301
1609,2017-03-22,341
1610,2017-03-23,276
1611,2017-03-24,313
1612,2017-03-25,376
1613,2017-03-26,310
1614,2017-03-27,224
1615,2017-03-28,360
1616,2017-03-29,257
1617,2017-03-30,257
1618,2017-03-31,194
1619,2017-04-01,317
1620,2017-04-02,264
1621,2017-04-03,210
1622,2017-04-04,194
1623,2017-04-05,271
1624,2017-04-06,223
1625,2017-04-07,213
1626,2017-04-08,315
1627,2017-04-09,307
1628,2017-04-10,262
1629,2017-04-11,529
1630,2017-04-12,460
1631,2017-04-13,314
1632,2017-04-14,376
1633,2017-04-15,369
1634,2017-04-16,364
1635,2017-04-17,354
1636,2017-04-18,629
1637,2017-04-19,516
1638,2017-04-20,401
1639,2017-04-21,294
1640,2017-04-22,426
1641,2017-04-23,882
1642,2017-04-24,448
1643,2017-04-25,379
1644,2017-04-26,369
1645,2017-04-27,363
1646,2017-04-28,252
1647,2017-04-29,301
1648,2017-04-30,432
1649,2017-05-01,442
1650,2017-05-02,495
1651,2017-05-03,450
1652,2017-05-04,333
1653,2017-05-05,217
1654,2017-05-06,275
1655,2017-05-07,332
1656,2017-05-08,276
1657,2017-05-09,1170
1658,2017-05-10,2555
1659,2017-05-11,2671
1660,2017-05-12,2523
1661,2017-05-13,2682
1662,2017-05-14,2870
1663,2017-05-15,2536
1664,2017-05-16,2365
1665,2017-05-17,2490
1666,2017-05-18,2408
1667,2017-05-19,2100
1668,2017-05-20,2187
1669,2017-05-21,2979
1670,2017-05-22,2515
1671,2017-05-23,3315
1672,2017-05-24,2875
1673,2017-05-25,2401
1674,2017-05-26,2117
1675,2017-05-27,2205
1676,2017-05-28,2421
1677,2017-05-29,2684
1678,2017-05-30,2089
1679,2017-05-31,1217
1680,2017-06-01,1060
1681,2017-06-02,912
1682,2017-06-03,1480
1683,2017-06-04,1177
1684,2017-06-05,1120
1685,2017-06-06,1065
1686,2017-06-07,1025
1687,2017-06-08,979
1688,2017-06-09,1110
1689,2017-06-10,1061
1690,2017-06-11,1323
1691,2017-06-12,1130
1692,2017-06-13,942
1693,2017-06-14,948
1694,2017-06-15,948
1695,2017-06-16,1072
1696,2017-06-17,860
1697,2017-06-18,1171
1698,2017-06-19,1006
1699,2017-06-20,956
1700,2017-06-21,1046
1701,2017-06-22,940
1702,2017-06-23,882
1703,2017-06-24,1000
1704,2017-06-25,944
1705,2017-06-26,843
1706,2017-06-27,682
1707,2017-06-28,743
1708,2017-06-29,714
1709,2017-06-30,584
1710,2017-07-01,559
1711,2017-07-02,747
1712,2017-07-03,700
1713,2017-07-04,1327
1714,2017-07-05,1013
1715,2017-07-06,823
1716,2017-07-07,620
1717,2017-07-08,804
1718,2017-07-09,830
1719,2017-07-10,690
1720,2017-07-11,717
1721,2017-07-12,610
1722,2017-07-13,633
1723,2017-07-14,633
1724,2017-07-15,633
1725,2017-07-16,633
1726,2017-07-17,633
1727,2017-07-18,633
1728,2017-07-19,538
1729,2017-07-20,595
1730,2017-07-21,632
1731,2017-07-22,726
1732,2017-07-23,747
1733,2017-07-24,679
1734,2017-07-25,643
1735,2017-07-26,767
1736,2017-07-27,780
1737,2017-07-28,571
1738,2017-07-29,677
1739,2017-07-30,677
1740,2017-07-31,403
1741,2017-08-01,573
1742,2017-08-02,813
1743,2017-08-03,1065
1744,2017-08-04,667
1745,2017-08-05,626
1746,2017-08-06,620
1747,2017-08-07,545
1748,2017-08-08,731
1749,2017-08-09,647
1750,2017-08-10,626
1751,2017-08-11,821
1752,2017-08-12,935
1753,2017-08-13,1120
1754,2017-08-14,903
1755,2017-08-15,676
1756,2017-08-16,777
1757,2017-08-17,673
1758,2017-08-18,583
1759,2017-08-19,830
1760,2017-08-20,948
1761,2017-08-21,719
1762,2017-08-22,650
1763,2017-08-23,684
1764,2017-08-24,858
1765,2017-08-25,673
1766,2017-08-26,1009
1767,2017-08-27,854
1768,2017-08-28,652
1769,2017-08-29,709
1770,2017-08-30,693
1771,2017-08-31,1089
1772,2017-09-01,584
1773,2017-09-02,571
1774,2017-09-03,611
1775,2017-09-04,615
1776,2017-09-05,592
1777,2017-09-06,793
1778,2017-09-07,855
1779,2017-09-08,650
1780,2017-09-09,786
1781,2017-09-10,761
1782,2017-09-11,548
1783,2017-09-12,640
1784,2017-09-13,693
1785,2017-09-14,677
1786,2017-09-15,415
1787,2017-09-16,563
1788,2017-09-17,872
1789,2017-09-18,525
1790,2017-09-19,533
1791,2017-09-20,557
1792,2017-09-21,527
1793,2017-09-22,406
1794,2017-09-23,590
1795,2017-09-24,595
1796,2017-09-25,554
1797,2017-09-26,642
1798,2017-09-27,711
1799,2017-09-28,544
1800,2017-09-29,428
1801,2017-09-30,564
1802,2017-10-01,690
1803,2017-10-02,476
1804,2017-10-03,438
1805,2017-10-04,420
1806,2017-10-05,544
1807,2017-10-06,581
1808,2017-10-07,582
1809,2017-10-08,716
1810,2017-10-09,716
1811,2017-10-10,1045
1812,2017-10-11,1045
1813,2017-10-12,396
1814,2017-10-13,396
1815,2017-10-14,643
1816,2017-10-15,587
1817,2017-10-16,494
1818,2017-10-17,550
1819,2017-10-18,644
1820,2017-10-19,542
1821,2017-10-20,556
1822,2017-10-21,556
1823,2017-10-22,558
1824,2017-10-23,560
1825,2017-10-24,546
1826,2017-10-25,521
1827,2017-10-26,436
1828,2017-10-27,453
1829,2017-10-28,522
1830,2017-10-29,541
1831,2017-10-30,444
1832,2017-10-31,476
1833,2017-11-01,656
1834,2017-11-02,569
1835,2017-11-03,509
1836,2017-11-04,704
1837,2017-11-05,704
1838,2017-11-06,705
1839,2017-11-07,554
1840,2017-11-08,554
1841,2017-11-09,554
1842,2017-11-10,554
1843,2017-11-11,554
1844,2017-11-12,556
1845,2017-11-13,1049
1846,2017-11-14,956
1847,2017-11-15,903
1848,2017-11-16,848
1849,2017-11-17,548
1850,2017-11-18,714
1851,2017-11-19,735
1852,2017-11-20,595
1853,2017-11-21,644
1854,2017-11-22,728
1855,2017-11-23,544
1856,2017-11-24,513
1857,2017-11-25,656
1858,2017-11-26,847
1859,2017-11-27,594
1860,2017-11-28,578
1861,2017-11-29,692
1862,2017-11-30,497
1863,2017-12-01,649
1864,2017-12-02,744
1865,2017-12-03,657
1866,2017-12-04,507
1867,2017-12-05,549
1868,2017-12-06,607
1869,2017-12-07,682
1870,2017-12-08,559
1871,2017-12-09,760
1872,2017-12-10,938
1873,2017-12-11,719
1874,2017-12-12,804
1875,2017-12-13,730
1876,2017-12-14,638
1877,2017-12-15,664
1878,2017-12-16,788
1879,2017-12-17,863
1880,2017-12-18,778
1881,2017-12-19,742
1882,2017-12-20,819
1883,2017-12-21,688
1884,2017-12-22,666
1885,2017-12-23,978
1886,2017-12-24,666
1887,2017-12-25,668
1888,2017-12-26,871
1889,2017-12-27,906
1890,2017-12-28,894
1891,2017-12-29,812
1892,2017-12-30,1072
1893,2017-12-31,887
1894,2018-01-01,1110
1895,2018-01-02,987
1896,2018-01-03,985
1897,2018-01-04,1062
1898,2018-01-05,1021
1899,2018-01-06,1124
1900,2018-01-07,1089
1901,2018-01-08,917
1902,2018-01-09,820
1903,2018-01-10,871
1904,2018-01-11,891
1905,2018-01-12,958
1906,2018-01-13,951
1907,2018-01-14,1367
1908,2018-01-15,1027
1909,2018-01-16,988
1910,2018-01-17,1006
1911,2018-01-18,938
1912,2018-01-19,806
1913,2018-01-20,946
1914,2018-01-21,1112
1915,2018-01-22,974
1916,2018-01-23,1093
1917,2018-01-24,1094
1918,2018-01-25,716
1919,2018-01-26,643
1920,2018-01-27,690
1921,2018-01-28,771
1922,2018-01-29,753
1923,2018-01-30,842
1924,2018-01-31,987
1925,2018-02-01,705
1926,2018-02-02,605
1927,2018-02-03,723
1928,2018-02-04,1005
1929,2018-02-05,765
1930,2018-02-06,757
1931,2018-02-07,707
1932,2018-02-08,646
1933,2018-02-09,600
1934,2018-02-10,709
1935,2018-02-11,926
1936,2018-02-12,696
1937,2018-02-13,956
1938,2018-02-14,881
1939,2018-02-15,653
1940,2018-02-16,609
1941,2018-02-17,566
1942,2018-02-18,673
1943,2018-02-19,727
1944,2018-02-20,871
1945,2018-02-21,807
1946,2018-02-22,612
1947,2018-02-23,638
1948,2018-02-24,638
1949,2018-02-25,638
1950,2018-02-26,638
1951,2018-02-27,638
1952,2018-02-28,638
1953,2018-03-01,638
1954,2018-03-02,638
1955,2018-03-03,638
1956,2018-03-04,1235
1957,2018-03-05,1332
1958,2018-03-06,1332
1959,2018-03-07,1332
1960,2018-03-08,1332
1961,2018-03-09,1332
1962,2018-03-10,1332
1963,2018-03-11,1332
1964,2018-03-12,1332
1965,2018-03-13,1332
1966,2018-03-14,1332
1967,2018-03-15,1332
1968,2018-03-16,1332
1969,2018-03-17,1332
1970,2018-03-18,1332
1971,2018-03-19,1332
1972,2018-03-20,1332
1973,2018-03-21,1332
1974,2018-03-22,1332
1975,2018-03-23,1332
1976,2018-03-24,1332
1977,2018-03-25,1332
1978,2018-03-26,1332
1979,2018-03-27,1332
1980,2018-03-28,1332
1981,2018-03-29,1332
1982,2018-03-30,1332
1983,2018-03-31,1332
1984,2018-04-01,1332
1985,2018-04-02,1332
1986,2018-04-03,1332
1987,2018-04-04,1332
1988,2018-04-05,1332
1989,2018-04-06,1332
1990,2018-04-07,1332
1991,2018-04-08,1332
1992,2018-04-09,1332
1993,2018-04-10,1332
1994,2018-04-11,1332
1995,2018-04-12,1332
1996,2018-04-13,1332
1997,2018-04-14,1332
1998,2018-04-15,1332
1999,2018-04-16,1332
2000,2018-04-17,1332
2001,2018-04-18,1332
2002,2018-04-19,1332
2003,2018-04-20,1332
2004,2018-04-21,1332
2005,2018-04-22,1332
2006,2018-04-23,1332
2007,2018-04-24,1332
2008,2018-04-25,1332
2009,2018-04-26,1332
2010,2018-04-27,1332
2011,2018-04-28,1332
2012,2018-04-29,1332
2013,2018-04-30,1332
2014,2018-05-01,1332
2015,2018-05-02,1332
2016,2018-05-03,1332
2017,2018-05-04,1332
2018,2018-05-05,1332
2019,2018-05-06,1332
2020,2018-05-07,1332
2021,2018-05-08,1332
2022,2018-05-09,1332
2023,2018-05-10,1332
2024,2018-05-11,1332
2025,2018-05-12,1332
2026,2018-05-13,1332
2027,2018-05-14,1332
2028,2018-05-15,1332
2029,2018-05-16,1332
2030,2018-05-17,1332
2031,2018-05-18,1332
2032,2018-05-19,1332
2033,2018-05-20,1332
2034,2018-05-21,1332
2035,2018-05-22,1332
2036,2018-05-23,1332
2037,2018-05-24,1332
2038,2018-05-25,1332
2039,2018-05-26,1332
2040,2018-05-27,1332
2041,2018-05-28,1332
2042,2018-05-29,1332
2043,2018-05-30,1332
2044,2018-05-31,1332
2045,2018-06-01,1332
2046,2018-06-02,1332
2047,2018-06-03,1332
2048,2018-06-04,1332
2049,2018-06-05,1332
2050,2018-06-06,1332
2051,2018-06-07,1332
2052,2018-06-08,1332
2053,2018-06-09,1332
2054,2018-06-10,1332
2055,2018-06-11,1332
2056,2018-06-12,1332
2057,2018-06-13,1332
2058,2018-06-14,1332
2059,2018-06-15,1332
2060,2018-06-16,1332
2061,2018-06-17,1332
2062,2018-06-18,1332
2063,2018-06-19,1332
2064,2018-06-20,1332
2065,2018-06-21,1332
2066,2018-06-22,1332
2067,2018-06-23,1332
2068,2018-06-24,1332
2069,2018-06-25,1332
2070,2018-06-26,1332
2071,2018-06-27,1332
2072,2018-06-28,1332
2073,2018-06-29,1332
2074,2018-06-30,1332
2075,2018-07-01,1332
2076,2018-07-02,1332
2077,2018-07-03,1332
2078,2018-07-04,1332
2079,2018-07-05,1332
2080,2018-07-06,1332
2081,2018-07-07,1332
2082,2018-07-08,1332
2083,2018-07-09,1332
2084,2018-07-10,1332
2085,2018-07-11,1332
2086,2018-07-12,1332
2087,2018-07-13,1332
2088,2018-07-14,1332
2089,2018-07-15,1332
2090,2018-07-16,1332
2091,2018-07-17,1332
2092,2018-07-18,1332
2093,2018-07-19,1332
2094,2018-07-20,1332
2095,2018-07-21,1332
2096,2018-07-22,1332
2097,2018-07-23,1332
2098,2018-07-24,1332
2099,2018-07-25,1332
2100,2018-07-26,1332
2101,2018-07-27,1332
2102,2018-07-28,1332
2103,2018-07-29,1332
2104,2018-07-30,1332
2105,2018-07-31,1332
2106,2018-08-01,1332
2107,2018-08-02,1332
2108,2018-08-03,1332
2109,2018-08-04,1332
2110,2018-08-05,1332
2111,2018-08-06,1332
2112,2018-08-07,1332
2113,2018-08-08,1332
2114,2018-08-09,1332
2115,2018-08-10,1332
2116,2018-08-11,1332
2117,2018-08-12,1332
2118,2018-08-13,1332
2119,2018-08-14,1332
2120,2018-08-15,1332
2121,2018-08-16,1332
2122,2018-08-17,1332
2123,2018-08-18,1332
2124,2018-08-19,1332
2125,2018-08-20,1332
2126,2018-08-21,1332
2127,2018-08-22,1332
2128,2018-08-23,1332
2129,2018-08-24,1332
2130,2018-08-25,1332
2131,2018-08-26,1332
2132,2018-08-27,1332
2133,2018-08-28,1332
2134,2018-08-29,1332
2135,2018-08-30,1332
2136,2018-08-31,1332
2137,2018-09-01,1332
2138,2018-09-02,1332
2139,2018-09-03,1332
2140,2018-09-04,1332
2141,2018-09-05,1332
2142,2018-09-06,1332
2143,2018-09-07,1332
2144,2018-09-08,1332
2145,2018-09-09,1332
2146,2018-09-10,1332
2147,2018-09-11,1332
2148,2018-09-12,1332
2149,2018-09-13,1332
2150,2018-09-14,1332
2151,2018-09-15,1332
2152,2018-09-16,1332
2153,2018-09-17,1332
2154,2018-09-18,1332
2155,2018-09-19,1332
2156,2018-09-20,1332
2157,2018-09-21,1332
2158,2018-09-22,1332
2159,2018-09-23,1332
2160,2018-09-24,1332
2161,2018-09-25,1332
2162,2018-09-26,1332
2163,2018-09-27,1332
2164,2018-09-28,1332
2165,2018-09-29,1332
2166,2018-09-30,1332
2167,2018-10-01,1332
2168,2018-10-02,1332
2169,2018-10-03,1332
2170,2018-10-04,1332
2171,2018-10-05,1332
2172,2018-10-06,1332
2173,2018-10-07,1332
2174,2018-10-08,1332
2175,2018-10-09,1332
2176,2018-10-10,1332
2177,2018-10-11,1332
2178,2018-10-12,1332
2179,2018-10-13,1332
2180,2018-10-14,1332
2181,2018-10-15,1332
2182,2018-10-16,1332
2183,2018-10-17,1332
2184,2018-10-18,1332
2185,2018-10-19,1332
2186,2018-10-20,1332
2187,2018-10-21,1332
2188,2018-10-22,1332
2189,2018-10-23,1332
2190,2018-10-24,1332
2191,2018-10-25,1332
2192,2018-10-26,1332
2193,2018-10-27,1332
2194,2018-10-28,1332
2195,2018-10-29,1332
2196,2018-10-30,1332
2197,2018-10-31,1332
2198,2018-11-01,1332
2199,2018-11-02,1332
2200,2018-11-03,1332
2201,2018-11-04,1332
2202,2018-11-05,1332
2203,2018-11-06,1332
2204,2018-11-07,1332
2205,2018-11-08,1332
2206,2018-11-09,1332
2207,2018-11-10,1332
2208,2018-11-11,1332
2209,2018-11-12,1332
2210,2018-11-13,1332
2211,2018-11-14,1332
2212,2018-11-15,1332
2213,2018-11-16,1332
2214,2018-11-17,1332
2215,2018-11-18,1332
2216,2018-11-19,1332
2217,2018-11-20,1332
2218,2018-11-21,1332
2219,2018-11-22,1332
2220,2018-11-23,1332
2221,2018-11-24,1332
2222,2018-11-25,1332
2223,2018-11-26,1332
2224,2018-11-27,1332
2225,2018-11-28,1332
2226,2018-11-29,1332
2227,2018-11-30,1332
2228,2018-12-01,1332
2229,2018-12-02,1332
2230,2018-12-03,1332
2231,2018-12-04,1332
2232,2018-12-05,1332
2233,2018-12-06,1332
2234,2018-12-07,1332
2235,2018-12-08,1332
2236,2018-12-09,1332
2237,2018-12-10,1332
2238,2018-12-11,1332
2239,2018-12-12,1332
2240,2018-12-13,1332
2241,2018-12-14,1332
2242,2018-12-15,1332
2243,2018-12-16,1332
2244,2018-12-17,1332
2245,2018-12-18,1332
2246,2018-12-19,1332
2247,2018-12-20,1332
2248,2018-12-21,1332
2249,2018-12-22,1332
2250,2018-12-23,1332
2251,2018-12-24,1332
2252,2018-12-25,1332
2253,2018-12-26,1332
2254,2018-12-27,1332
2255,2018-12-28,1332
2256,2018-12-29,1332
2257,2018-12-30,1332
2258,2018-12-31,1332
2259,2019-01-01,1332
2260,2019-01-02,1332
2261,2019-01-03,1332
2262,2019-01-04,1332
2263,2019-01-05,1332
2264,2019-01-06,1332
2265,2019-01-07,1332
2266,2019-01-08,1332
2267,2019-01-09,1332
2268,2019-01-10,1332
2269,2019-01-11,1332
2270,2019-01-12,1332
2271,2019-01-13,1332
2272,2019-01-14,1547
2273,2019-01-15,1020
2274,2019-01-16,1020
2275,2019-01-17,1021
2276,2019-01-18,1525
2277,2019-01-19,1525
2278,2019-01-20,1525
2279,2019-01-21,1525
2280,2019-01-22,1525
2281,2019-01-23,1525
2282,2019-01-24,1525
2283,2019-01-25,1525
2284,2019-01-26,1525
2285,2019-01-27,1525
2286,2019-01-28,1525
2287,2019-01-29,1525
2288,2019-01-30,1525
2289,2019-01-31,1525
2290,2019-02-01,1525
2291,2019-02-02,1525
2292,2019-02-03,1525
2293,2019-02-04,1525
2294,2019-02-05,1525
2295,2019-02-06,1525
2296,2019-02-07,1525
2297,2019-02-08,1525
2298,2019-02-09,1525
2299,2019-02-10,1525
2300,2019-02-11,1525
2301,2019-02-12,1525
2302,2019-02-13,1525
2303,2019-02-14,1525
2304,2019-02-15,1525
2305,2019-02-16,1525
2306,2019-02-17,1525
2307,2019-02-18,1525
2308,2019-02-19,1525
2309,2019-02-20,1525
2310,2019-02-21,1525
2311,2019-02-22,1525
2312,2019-02-23,1525
2313,2019-02-24,1525
2314,2019-02-25,1525
2315,2019-02-26,1525
2316,2019-02-27,1525
2317,2019-02-28,1525
2318,2019-03-01,1525
2319,2019-03-02,1525
2320,2019-03-03,1525
2321,2019-03-04,1525
2322,2019-03-05,1525
2323,2019-03-06,1525
2324,2019-03-07,1525
2325,2019-03-08,1525
2326,2019-03-09,1525
2327,2019-03-10,1525
2328,2019-03-11,1525
2329,2019-03-12,1525
2330,2019-03-13,1525
2331,2019-03-14,1525
2332,2019-03-15,1525
2333,2019-03-16,1525
2334,2019-03-17,1525
2335,2019-03-18,1525
2336,2019-03-19,1525
2337,2019-03-20,1525
2338,2019-03-21,1525
2339,2019-03-22,1525
2340,2019-03-23,1525
2341,2019-03-24,1525
2342,2019-03-25,1525
2343,2019-03-26,1525
2344,2019-03-27,1525
2345,2019-03-28,1525
2346,2019-03-29,1525
2347,2019-03-30,1525
2348,2019-03-31,1525
2349,2019-04-01,1525
2350,2019-04-02,1525
2351,2019-04-03,1525
2352,2019-04-04,1525
2353,2019-04-05,1525
2354,2019-04-06,1525
2355,2019-04-07,1525
2356,2019-04-08,1525
2357,2019-04-09,1525
2358,2019-04-10,1525
2359,2019-04-11,1525
2360,2019-04-12,1525
2361,2019-04-13,1525
2362,2019-04-14,1525
2363,2019-04-15,1525
2364,2019-04-16,1525
2365,2019-04-17,1525
2366,2019-04-18,1525
2367,2019-04-19,1525
